record_alias,column_name,project_id,project_title
Sample,institutionCode,70,INDIAN RIVER LAGOON
Sample,eventID,70,INDIAN RIVER LAGOON
Sample,materialSampleID,70,INDIAN RIVER LAGOON
Event,decimalLongitude,70,INDIAN RIVER LAGOON
Event,yearCollected,70,INDIAN RIVER LAGOON
Event,decimalLatitude,70,INDIAN RIVER LAGOON
Event,eventID,70,INDIAN RIVER LAGOON
Event,locality,70,INDIAN RIVER LAGOON
Event,eventEnteredBy,70,INDIAN RIVER LAGOON
Event,country,70,INDIAN RIVER LAGOON
Tissue,materialSampleID,70,INDIAN RIVER LAGOON
Sample_Photo,materialSampleID,70,INDIAN RIVER LAGOON
Sample_Photo,photoID,70,INDIAN RIVER LAGOON
Event_Photo,eventID,70,INDIAN RIVER LAGOON
Event_Photo,photoID,70,INDIAN RIVER LAGOON
fastaSequence,identifier,70,INDIAN RIVER LAGOON
fastaSequence,sequence,70,INDIAN RIVER LAGOON
fastaSequence,tissueID,70,INDIAN RIVER LAGOON
fastqMetadata,librarySelection,70,INDIAN RIVER LAGOON
fastqMetadata,platform,70,INDIAN RIVER LAGOON
fastqMetadata,librarySource,70,INDIAN RIVER LAGOON
fastqMetadata,libraryLayout,70,INDIAN RIVER LAGOON
fastqMetadata,tissueID,70,INDIAN RIVER LAGOON
fastqMetadata,libraryStrategy,70,INDIAN RIVER LAGOON
fastqMetadata,filenames,70,INDIAN RIVER LAGOON
fastqMetadata,identifier,70,INDIAN RIVER LAGOON
fastqMetadata,designDescription,70,INDIAN RIVER LAGOON
fastqMetadata,instrumentModel,70,INDIAN RIVER LAGOON
Sample,phylum,71,Lemaitre LAB
Sample,sampleEnteredBy,71,Lemaitre LAB
Sample,institutionCode,71,Lemaitre LAB
Sample,eventID,71,Lemaitre LAB
Sample,materialSampleID,71,Lemaitre LAB
Event,decimalLongitude,71,Lemaitre LAB
Event,yearCollected,71,Lemaitre LAB
Event,decimalLatitude,71,Lemaitre LAB
Event,eventID,71,Lemaitre LAB
Event,locality,71,Lemaitre LAB
Event,eventEnteredBy,71,Lemaitre LAB
Event,country,71,Lemaitre LAB
Tissue,materialSampleID,71,Lemaitre LAB
Sample_Photo,materialSampleID,71,Lemaitre LAB
Sample_Photo,photoID,71,Lemaitre LAB
Event_Photo,eventID,71,Lemaitre LAB
Event_Photo,photoID,71,Lemaitre LAB
fastaSequence,identifier,71,Lemaitre LAB
fastaSequence,sequence,71,Lemaitre LAB
fastaSequence,tissueID,71,Lemaitre LAB
fastqMetadata,librarySelection,71,Lemaitre LAB
fastqMetadata,platform,71,Lemaitre LAB
fastqMetadata,librarySource,71,Lemaitre LAB
fastqMetadata,libraryLayout,71,Lemaitre LAB
fastqMetadata,tissueID,71,Lemaitre LAB
fastqMetadata,libraryStrategy,71,Lemaitre LAB
fastqMetadata,filenames,71,Lemaitre LAB
fastqMetadata,identifier,71,Lemaitre LAB
fastqMetadata,designDescription,71,Lemaitre LAB
fastqMetadata,instrumentModel,71,Lemaitre LAB
Sample,phylum,77,Osborn LAB
Sample,sampleEnteredBy,77,Osborn LAB
Sample,institutionCode,77,Osborn LAB
Sample,eventID,77,Osborn LAB
Sample,materialSampleID,77,Osborn LAB
Event,decimalLongitude,77,Osborn LAB
Event,yearCollected,77,Osborn LAB
Event,decimalLatitude,77,Osborn LAB
Event,eventID,77,Osborn LAB
Event,locality,77,Osborn LAB
Event,eventEnteredBy,77,Osborn LAB
Event,country,77,Osborn LAB
Tissue,materialSampleID,77,Osborn LAB
Sample_Photo,materialSampleID,77,Osborn LAB
Sample_Photo,photoID,77,Osborn LAB
Event_Photo,eventID,77,Osborn LAB
Event_Photo,photoID,77,Osborn LAB
fastaSequence,identifier,77,Osborn LAB
fastaSequence,sequence,77,Osborn LAB
fastaSequence,tissueID,77,Osborn LAB
fastqMetadata,librarySelection,77,Osborn LAB
fastqMetadata,platform,77,Osborn LAB
fastqMetadata,librarySource,77,Osborn LAB
fastqMetadata,libraryLayout,77,Osborn LAB
fastqMetadata,tissueID,77,Osborn LAB
fastqMetadata,libraryStrategy,77,Osborn LAB
fastqMetadata,filenames,77,Osborn LAB
fastqMetadata,identifier,77,Osborn LAB
fastqMetadata,designDescription,77,Osborn LAB
fastqMetadata,instrumentModel,77,Osborn LAB
Sample,phylum,78,PEER Deadheads
Sample,sampleEnteredBy,78,PEER Deadheads
Sample,institutionCode,78,PEER Deadheads
Sample,eventID,78,PEER Deadheads
Sample,materialSampleID,78,PEER Deadheads
Event,decimalLongitude,78,PEER Deadheads
Event,yearCollected,78,PEER Deadheads
Event,decimalLatitude,78,PEER Deadheads
Event,eventID,78,PEER Deadheads
Event,locality,78,PEER Deadheads
Event,eventEnteredBy,78,PEER Deadheads
Event,country,78,PEER Deadheads
Tissue,materialSampleID,78,PEER Deadheads
Sample_Photo,materialSampleID,78,PEER Deadheads
Sample_Photo,photoID,78,PEER Deadheads
Event_Photo,eventID,78,PEER Deadheads
Event_Photo,photoID,78,PEER Deadheads
fastaSequence,identifier,78,PEER Deadheads
fastaSequence,sequence,78,PEER Deadheads
fastaSequence,tissueID,78,PEER Deadheads
fastqMetadata,librarySelection,78,PEER Deadheads
fastqMetadata,platform,78,PEER Deadheads
fastqMetadata,librarySource,78,PEER Deadheads
fastqMetadata,libraryLayout,78,PEER Deadheads
fastqMetadata,tissueID,78,PEER Deadheads
fastqMetadata,libraryStrategy,78,PEER Deadheads
fastqMetadata,filenames,78,PEER Deadheads
fastqMetadata,identifier,78,PEER Deadheads
fastqMetadata,designDescription,78,PEER Deadheads
fastqMetadata,instrumentModel,78,PEER Deadheads
Event,country,154,ITS
Event,yearCollected,154,ITS
Event,eventID,154,ITS
Event,locality,154,ITS
Sample,materialSampleID,154,ITS
Sample,eventID,154,ITS
Sample,materialSampleID,201,Australian intertidal fish
Sample,eventID,201,Australian intertidal fish
Event,decimalLongitude,201,Australian intertidal fish
Event,yearCollected,201,Australian intertidal fish
Event,decimalLatitude,201,Australian intertidal fish
Event,eventID,201,Australian intertidal fish
Event,locality,201,Australian intertidal fish
Event,principalInvestigator,201,Australian intertidal fish
Event,country,201,Australian intertidal fish
Tissue,materialSampleID,201,Australian intertidal fish
fastaSequence,identifier,201,Australian intertidal fish
fastaSequence,sequence,201,Australian intertidal fish
fastaSequence,tissueID,201,Australian intertidal fish
fastqMetadata,librarySelection,201,Australian intertidal fish
fastqMetadata,platform,201,Australian intertidal fish
fastqMetadata,librarySource,201,Australian intertidal fish
fastqMetadata,libraryLayout,201,Australian intertidal fish
fastqMetadata,tissueID,201,Australian intertidal fish
fastqMetadata,libraryStrategy,201,Australian intertidal fish
fastqMetadata,filenames,201,Australian intertidal fish
fastqMetadata,identifier,201,Australian intertidal fish
fastqMetadata,designDescription,201,Australian intertidal fish
fastqMetadata,instrumentModel,201,Australian intertidal fish
Event,country,191,Walleye GT-seq -second trial
Event,yearCollected,191,Walleye GT-seq -second trial
Event,eventID,191,Walleye GT-seq -second trial
Event,locality,191,Walleye GT-seq -second trial
Sample,materialSampleID,191,Walleye GT-seq -second trial
Sample,eventID,191,Walleye GT-seq -second trial
Tissue,materialSampleID,191,Walleye GT-seq -second trial
fastqMetadata,librarySelection,191,Walleye GT-seq -second trial
fastqMetadata,platform,191,Walleye GT-seq -second trial
fastqMetadata,librarySource,191,Walleye GT-seq -second trial
fastqMetadata,libraryLayout,191,Walleye GT-seq -second trial
fastqMetadata,tissueID,191,Walleye GT-seq -second trial
fastqMetadata,libraryStrategy,191,Walleye GT-seq -second trial
fastqMetadata,filenames,191,Walleye GT-seq -second trial
fastqMetadata,identifier,191,Walleye GT-seq -second trial
fastqMetadata,designDescription,191,Walleye GT-seq -second trial
fastqMetadata,instrumentModel,191,Walleye GT-seq -second trial
Event,collectorList,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,decimalLongitude,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,yearCollected,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,decimalLatitude,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,eventID,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,locality,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,principalInvestigator,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,country,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Sample,basisOfRecord,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Sample,eventID,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Sample,specificEpithet,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Sample,materialSampleID,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Sample,genus,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Diagnostics,sampleType,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Diagnostics,diseaseTested,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Diagnostics,materialSampleID,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Diagnostics,diagnosticID,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Diagnostics,fatal,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Diagnostics,diseaseDetected,284,SNAPS: Student Network for Amphibian Pathogen Surveillance
Event,decimalLongitude,305,Retrospective SRA Datathon
Event,yearCollected,305,Retrospective SRA Datathon
Event,coordinateUncertaintyInMeters,305,Retrospective SRA Datathon
Event,habitat,305,Retrospective SRA Datathon
Event,decimalLatitude,305,Retrospective SRA Datathon
Event,eventID,305,Retrospective SRA Datathon
Event,locality,305,Retrospective SRA Datathon
Event,country,305,Retrospective SRA Datathon
Event,georeferenceProtocol,305,Retrospective SRA Datathon
Sample,materialSampleID,305,Retrospective SRA Datathon
Sample,eventID,305,Retrospective SRA Datathon
Sample,sampleEnteredBy,305,Retrospective SRA Datathon
Tissue,materialSampleID,305,Retrospective SRA Datathon
fastqMetadata,librarySelection,305,Retrospective SRA Datathon
fastqMetadata,platform,305,Retrospective SRA Datathon
fastqMetadata,librarySource,305,Retrospective SRA Datathon
fastqMetadata,libraryLayout,305,Retrospective SRA Datathon
fastqMetadata,tissueID,305,Retrospective SRA Datathon
fastqMetadata,libraryStrategy,305,Retrospective SRA Datathon
fastqMetadata,filenames,305,Retrospective SRA Datathon
fastqMetadata,identifier,305,Retrospective SRA Datathon
fastqMetadata,designDescription,305,Retrospective SRA Datathon
fastqMetadata,instrumentModel,305,Retrospective SRA Datathon
Sample,phylum,75,Moorea Biocode
Sample,sampleEnteredBy,75,Moorea Biocode
Sample,institutionCode,75,Moorea Biocode
Sample,eventID,75,Moorea Biocode
Sample,materialSampleID,75,Moorea Biocode
Event,decimalLongitude,75,Moorea Biocode
Event,yearCollected,75,Moorea Biocode
Event,decimalLatitude,75,Moorea Biocode
Event,eventID,75,Moorea Biocode
Event,locality,75,Moorea Biocode
Event,eventEnteredBy,75,Moorea Biocode
Event,country,75,Moorea Biocode
Tissue,materialSampleID,75,Moorea Biocode
Sample_Photo,materialSampleID,75,Moorea Biocode
Sample_Photo,photoID,75,Moorea Biocode
Event_Photo,eventID,75,Moorea Biocode
Event_Photo,photoID,75,Moorea Biocode
fastaSequence,identifier,75,Moorea Biocode
fastaSequence,sequence,75,Moorea Biocode
fastaSequence,tissueID,75,Moorea Biocode
fastqMetadata,librarySelection,75,Moorea Biocode
fastqMetadata,platform,75,Moorea Biocode
fastqMetadata,librarySource,75,Moorea Biocode
fastqMetadata,libraryLayout,75,Moorea Biocode
fastqMetadata,tissueID,75,Moorea Biocode
fastqMetadata,libraryStrategy,75,Moorea Biocode
fastqMetadata,filenames,75,Moorea Biocode
fastqMetadata,identifier,75,Moorea Biocode
fastqMetadata,designDescription,75,Moorea Biocode
fastqMetadata,instrumentModel,75,Moorea Biocode
Sample,phylum,80,PIRE ARMS
Sample,sampleEnteredBy,80,PIRE ARMS
Sample,institutionCode,80,PIRE ARMS
Sample,eventID,80,PIRE ARMS
Sample,materialSampleID,80,PIRE ARMS
Event,decimalLongitude,80,PIRE ARMS
Event,yearCollected,80,PIRE ARMS
Event,decimalLatitude,80,PIRE ARMS
Event,eventID,80,PIRE ARMS
Event,locality,80,PIRE ARMS
Event,eventEnteredBy,80,PIRE ARMS
Event,country,80,PIRE ARMS
Tissue,materialSampleID,80,PIRE ARMS
Sample_Photo,materialSampleID,80,PIRE ARMS
Sample_Photo,photoID,80,PIRE ARMS
Event_Photo,eventID,80,PIRE ARMS
Event_Photo,photoID,80,PIRE ARMS
fastaSequence,identifier,80,PIRE ARMS
fastaSequence,sequence,80,PIRE ARMS
fastaSequence,tissueID,80,PIRE ARMS
fastqMetadata,librarySelection,80,PIRE ARMS
fastqMetadata,platform,80,PIRE ARMS
fastqMetadata,librarySource,80,PIRE ARMS
fastqMetadata,libraryLayout,80,PIRE ARMS
fastqMetadata,tissueID,80,PIRE ARMS
fastqMetadata,libraryStrategy,80,PIRE ARMS
fastqMetadata,filenames,80,PIRE ARMS
fastqMetadata,identifier,80,PIRE ARMS
fastqMetadata,designDescription,80,PIRE ARMS
fastqMetadata,instrumentModel,80,PIRE ARMS
Sample,materialSampleID,309,Global Silky Shark Pool-Seq Assessment
Sample,eventID,309,Global Silky Shark Pool-Seq Assessment
Event,decimalLongitude,309,Global Silky Shark Pool-Seq Assessment
Event,yearCollected,309,Global Silky Shark Pool-Seq Assessment
Event,decimalLatitude,309,Global Silky Shark Pool-Seq Assessment
Event,eventID,309,Global Silky Shark Pool-Seq Assessment
Event,locality,309,Global Silky Shark Pool-Seq Assessment
Event,principalInvestigator,309,Global Silky Shark Pool-Seq Assessment
Event,country,309,Global Silky Shark Pool-Seq Assessment
Tissue,materialSampleID,309,Global Silky Shark Pool-Seq Assessment
fastaSequence,identifier,309,Global Silky Shark Pool-Seq Assessment
fastaSequence,sequence,309,Global Silky Shark Pool-Seq Assessment
fastaSequence,tissueID,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,librarySelection,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,platform,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,librarySource,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,libraryLayout,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,tissueID,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,libraryStrategy,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,filenames,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,identifier,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,designDescription,309,Global Silky Shark Pool-Seq Assessment
fastqMetadata,instrumentModel,309,Global Silky Shark Pool-Seq Assessment
Sample,phylum,81,Strong LAB
Sample,sampleEnteredBy,81,Strong LAB
Sample,institutionCode,81,Strong LAB
Sample,eventID,81,Strong LAB
Sample,materialSampleID,81,Strong LAB
Event,decimalLongitude,81,Strong LAB
Event,yearCollected,81,Strong LAB
Event,decimalLatitude,81,Strong LAB
Event,eventID,81,Strong LAB
Event,locality,81,Strong LAB
Event,eventEnteredBy,81,Strong LAB
Event,country,81,Strong LAB
Tissue,materialSampleID,81,Strong LAB
Sample_Photo,materialSampleID,81,Strong LAB
Sample_Photo,photoID,81,Strong LAB
Event_Photo,eventID,81,Strong LAB
Event_Photo,photoID,81,Strong LAB
fastaSequence,identifier,81,Strong LAB
fastaSequence,sequence,81,Strong LAB
fastaSequence,tissueID,81,Strong LAB
fastqMetadata,librarySelection,81,Strong LAB
fastqMetadata,platform,81,Strong LAB
fastqMetadata,librarySource,81,Strong LAB
fastqMetadata,libraryLayout,81,Strong LAB
fastqMetadata,tissueID,81,Strong LAB
fastqMetadata,libraryStrategy,81,Strong LAB
fastqMetadata,filenames,81,Strong LAB
fastqMetadata,identifier,81,Strong LAB
fastqMetadata,designDescription,81,Strong LAB
fastqMetadata,instrumentModel,81,Strong LAB
Sample,phylum,79,Phillips LAB
Sample,sampleEnteredBy,79,Phillips LAB
Sample,institutionCode,79,Phillips LAB
Sample,eventID,79,Phillips LAB
Sample,materialSampleID,79,Phillips LAB
Event,decimalLongitude,79,Phillips LAB
Event,yearCollected,79,Phillips LAB
Event,decimalLatitude,79,Phillips LAB
Event,eventID,79,Phillips LAB
Event,locality,79,Phillips LAB
Event,eventEnteredBy,79,Phillips LAB
Event,country,79,Phillips LAB
Tissue,materialSampleID,79,Phillips LAB
Sample_Photo,materialSampleID,79,Phillips LAB
Sample_Photo,photoID,79,Phillips LAB
Event_Photo,eventID,79,Phillips LAB
Event_Photo,photoID,79,Phillips LAB
fastaSequence,identifier,79,Phillips LAB
fastaSequence,sequence,79,Phillips LAB
fastaSequence,tissueID,79,Phillips LAB
fastqMetadata,librarySelection,79,Phillips LAB
fastqMetadata,platform,79,Phillips LAB
fastqMetadata,librarySource,79,Phillips LAB
fastqMetadata,libraryLayout,79,Phillips LAB
fastqMetadata,tissueID,79,Phillips LAB
fastqMetadata,libraryStrategy,79,Phillips LAB
fastqMetadata,filenames,79,Phillips LAB
fastqMetadata,identifier,79,Phillips LAB
fastqMetadata,designDescription,79,Phillips LAB
fastqMetadata,instrumentModel,79,Phillips LAB
Event,collectorList,300,Bd-Maps Legacy Project
Event,decimalLongitude,300,Bd-Maps Legacy Project
Event,yearCollected,300,Bd-Maps Legacy Project
Event,decimalLatitude,300,Bd-Maps Legacy Project
Event,eventID,300,Bd-Maps Legacy Project
Event,locality,300,Bd-Maps Legacy Project
Event,principalInvestigator,300,Bd-Maps Legacy Project
Event,country,300,Bd-Maps Legacy Project
Sample,basisOfRecord,300,Bd-Maps Legacy Project
Sample,eventID,300,Bd-Maps Legacy Project
Sample,specificEpithet,300,Bd-Maps Legacy Project
Sample,materialSampleID,300,Bd-Maps Legacy Project
Sample,genus,300,Bd-Maps Legacy Project
Diagnostics,sampleType,300,Bd-Maps Legacy Project
Diagnostics,diseaseTested,300,Bd-Maps Legacy Project
Diagnostics,materialSampleID,300,Bd-Maps Legacy Project
Diagnostics,diagnosticID,300,Bd-Maps Legacy Project
Diagnostics,fatal,300,Bd-Maps Legacy Project
Diagnostics,diseaseDetected,300,Bd-Maps Legacy Project
Event,country,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
Event,yearCollected,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
Event,eventID,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
Event,locality,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
Sample,materialSampleID,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
Sample,eventID,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
Tissue,materialSampleID,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,librarySelection,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,platform,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,librarySource,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,libraryLayout,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,tissueID,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,libraryStrategy,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,filenames,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,identifier,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,designDescription,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
fastqMetadata,instrumentModel,328,Using multi-species seascape genomics to conserve areas of evolutionary importance
Event,country,190,1904 - Lake Erie walleye MSA
Event,yearCollected,190,1904 - Lake Erie walleye MSA
Event,eventID,190,1904 - Lake Erie walleye MSA
Event,locality,190,1904 - Lake Erie walleye MSA
Sample,materialSampleID,190,1904 - Lake Erie walleye MSA
Sample,eventID,190,1904 - Lake Erie walleye MSA
Tissue,materialSampleID,190,1904 - Lake Erie walleye MSA
fastqMetadata,librarySelection,190,1904 - Lake Erie walleye MSA
fastqMetadata,platform,190,1904 - Lake Erie walleye MSA
fastqMetadata,librarySource,190,1904 - Lake Erie walleye MSA
fastqMetadata,libraryLayout,190,1904 - Lake Erie walleye MSA
fastqMetadata,tissueID,190,1904 - Lake Erie walleye MSA
fastqMetadata,libraryStrategy,190,1904 - Lake Erie walleye MSA
fastqMetadata,filenames,190,1904 - Lake Erie walleye MSA
fastqMetadata,identifier,190,1904 - Lake Erie walleye MSA
fastqMetadata,designDescription,190,1904 - Lake Erie walleye MSA
fastqMetadata,instrumentModel,190,1904 - Lake Erie walleye MSA
Event,collectorList,291,AmphibiaWeb Disease Portal
Event,decimalLongitude,291,AmphibiaWeb Disease Portal
Event,yearCollected,291,AmphibiaWeb Disease Portal
Event,decimalLatitude,291,AmphibiaWeb Disease Portal
Event,eventID,291,AmphibiaWeb Disease Portal
Event,locality,291,AmphibiaWeb Disease Portal
Event,principalInvestigator,291,AmphibiaWeb Disease Portal
Event,country,291,AmphibiaWeb Disease Portal
Sample,basisOfRecord,291,AmphibiaWeb Disease Portal
Sample,eventID,291,AmphibiaWeb Disease Portal
Sample,specificEpithet,291,AmphibiaWeb Disease Portal
Sample,materialSampleID,291,AmphibiaWeb Disease Portal
Sample,genus,291,AmphibiaWeb Disease Portal
Diagnostics,sampleType,291,AmphibiaWeb Disease Portal
Diagnostics,diseaseTested,291,AmphibiaWeb Disease Portal
Diagnostics,materialSampleID,291,AmphibiaWeb Disease Portal
Diagnostics,diagnosticID,291,AmphibiaWeb Disease Portal
Diagnostics,fatal,291,AmphibiaWeb Disease Portal
Diagnostics,diseaseDetected,291,AmphibiaWeb Disease Portal
Sample,materialSampleID,348,Population genomics of marine fisheries
Sample,eventID,348,Population genomics of marine fisheries
Event,decimalLongitude,348,Population genomics of marine fisheries
Event,yearCollected,348,Population genomics of marine fisheries
Event,decimalLatitude,348,Population genomics of marine fisheries
Event,eventID,348,Population genomics of marine fisheries
Event,locality,348,Population genomics of marine fisheries
Event,principalInvestigator,348,Population genomics of marine fisheries
Event,country,348,Population genomics of marine fisheries
Tissue,materialSampleID,348,Population genomics of marine fisheries
fastaSequence,identifier,348,Population genomics of marine fisheries
fastaSequence,sequence,348,Population genomics of marine fisheries
fastaSequence,tissueID,348,Population genomics of marine fisheries
fastqMetadata,librarySelection,348,Population genomics of marine fisheries
fastqMetadata,platform,348,Population genomics of marine fisheries
fastqMetadata,librarySource,348,Population genomics of marine fisheries
fastqMetadata,libraryLayout,348,Population genomics of marine fisheries
fastqMetadata,tissueID,348,Population genomics of marine fisheries
fastqMetadata,libraryStrategy,348,Population genomics of marine fisheries
fastqMetadata,filenames,348,Population genomics of marine fisheries
fastqMetadata,identifier,348,Population genomics of marine fisheries
fastqMetadata,designDescription,348,Population genomics of marine fisheries
fastqMetadata,instrumentModel,348,Population genomics of marine fisheries
Event,country,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
Event,yearCollected,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
Event,eventID,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
Event,locality,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
Sample,materialSampleID,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
Sample,eventID,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
Tissue,materialSampleID,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,librarySelection,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,platform,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,librarySource,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,libraryLayout,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,tissueID,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,libraryStrategy,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,filenames,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,identifier,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,designDescription,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
fastqMetadata,instrumentModel,212,Asymmetrical gene-flow in five co-distributed syngnathids explained by ocean currents and rafting propensity
Sample,materialSampleID,64,MISE University of the Ryukyus
Sample,eventID,64,MISE University of the Ryukyus
Event,decimalLongitude,64,MISE University of the Ryukyus
Event,yearCollected,64,MISE University of the Ryukyus
Event,decimalLatitude,64,MISE University of the Ryukyus
Event,eventID,64,MISE University of the Ryukyus
Event,locality,64,MISE University of the Ryukyus
Event,principalInvestigator,64,MISE University of the Ryukyus
Event,country,64,MISE University of the Ryukyus
Tissue,materialSampleID,64,MISE University of the Ryukyus
fastaSequence,identifier,64,MISE University of the Ryukyus
fastaSequence,sequence,64,MISE University of the Ryukyus
fastaSequence,tissueID,64,MISE University of the Ryukyus
fastqMetadata,librarySelection,64,MISE University of the Ryukyus
fastqMetadata,platform,64,MISE University of the Ryukyus
fastqMetadata,librarySource,64,MISE University of the Ryukyus
fastqMetadata,libraryLayout,64,MISE University of the Ryukyus
fastqMetadata,tissueID,64,MISE University of the Ryukyus
fastqMetadata,libraryStrategy,64,MISE University of the Ryukyus
fastqMetadata,filenames,64,MISE University of the Ryukyus
fastqMetadata,identifier,64,MISE University of the Ryukyus
fastqMetadata,designDescription,64,MISE University of the Ryukyus
fastqMetadata,instrumentModel,64,MISE University of the Ryukyus
Sample,phylum,76,Norenburg LAB
Sample,sampleEnteredBy,76,Norenburg LAB
Sample,institutionCode,76,Norenburg LAB
Sample,eventID,76,Norenburg LAB
Sample,materialSampleID,76,Norenburg LAB
Event,decimalLongitude,76,Norenburg LAB
Event,yearCollected,76,Norenburg LAB
Event,decimalLatitude,76,Norenburg LAB
Event,eventID,76,Norenburg LAB
Event,locality,76,Norenburg LAB
Event,eventEnteredBy,76,Norenburg LAB
Event,country,76,Norenburg LAB
Tissue,materialSampleID,76,Norenburg LAB
Sample_Photo,materialSampleID,76,Norenburg LAB
Sample_Photo,photoID,76,Norenburg LAB
Event_Photo,eventID,76,Norenburg LAB
Event_Photo,photoID,76,Norenburg LAB
fastaSequence,identifier,76,Norenburg LAB
fastaSequence,sequence,76,Norenburg LAB
fastaSequence,tissueID,76,Norenburg LAB
fastqMetadata,librarySelection,76,Norenburg LAB
fastqMetadata,platform,76,Norenburg LAB
fastqMetadata,librarySource,76,Norenburg LAB
fastqMetadata,libraryLayout,76,Norenburg LAB
fastqMetadata,tissueID,76,Norenburg LAB
fastqMetadata,libraryStrategy,76,Norenburg LAB
fastqMetadata,filenames,76,Norenburg LAB
fastqMetadata,identifier,76,Norenburg LAB
fastqMetadata,designDescription,76,Norenburg LAB
fastqMetadata,instrumentModel,76,Norenburg LAB
Event,collectorList,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
Event,decimalLongitude,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
Event,yearCollected,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
Event,decimalLatitude,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
Event,eventID,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
Event,locality,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
Event,principalInvestigator,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
Event,country,248,"Investigating the chytrid presence in a non-native amphibian in Cambridge, England"
